root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;0;1;0;0;0;0;0;0;1;0;216.403333333333
1;1;0;0;1;0;0;0;0;0;1;1;241.776666666667
1;1;1;0;0;1;0;0;0;0;1;1;230.79
1;1;0;1;0;0;1;0;0;0;0;0;224.073333333333
1;1;0;1;0;1;0;0;0;0;0;0;234.08
1;1;1;1;0;0;0;0;0;0;0;0;232.7
1;1;1;1;0;1;0;0;0;0;0;0;245.936666666667
1;1;1;1;0;1;1;0;0;0;0;0;245.756666666667
1;1;0;1;0;0;0;0;0;0;0;1;257.333333333333
1;1;0;1;0;0;1;0;0;0;0;1;237.103333333333
1;1;0;1;0;1;1;0;0;0;0;1;235.91
1;1;0;1;0;0;0;1;0;0;0;0;222.433333333333
1;1;1;1;0;1;1;1;0;0;0;0;246.496666666667
1;1;0;0;0;0;0;0;0;0;0;0;210.44
1;1;1;0;0;0;0;0;0;0;0;0;234.68
1;1;0;0;0;1;0;0;0;0;0;0;208.046666666667
1;1;0;0;0;0;1;0;0;0;0;0;206.9
1;1;0;0;0;0;0;0;0;0;0;1;258.826666666667
1;1;1;0;1;0;1;1;1;0;1;1;248.063333333333
1;1;1;0;1;1;1;0;1;1;1;1;253.74
1;1;0;1;1;0;1;0;1;1;1;1;251.913333333333
1;1;1;1;1;0;1;0;1;1;1;1;266.516666666667
1;1;0;1;1;1;1;0;1;0;0;1;250.613333333333
1;1;1;0;0;0;0;0;1;0;0;0;227.853333333333
1;1;0;1;1;0;0;0;0;0;0;0;224.95
1;1;0;1;0;0;0;0;1;0;0;0;221.376666666667
1;1;0;1;0;0;0;0;0;1;0;0;218.816666666667
1;1;1;1;1;1;1;0;1;1;1;1;267.51
1;1;1;1;1;1;1;1;0;1;1;1;269.47
1;1;1;1;1;1;1;1;1;0;1;1;262.113333333333
1;1;1;1;1;1;1;1;1;1;0;1;252.446666666667
1;1;1;1;1;1;1;1;1;1;1;1;253.673333333333
1;1;0;0;1;1;1;0;0;0;0;0;216.373333333333
1;1;0;1;0;0;0;1;1;1;0;0;221.01
1;1;0;0;0;0;1;0;0;1;1;0;203.53
1;1;1;1;0;1;1;1;1;0;0;0;244.606666666667
1;1;1;1;0;1;1;1;1;1;0;0;243.443333333333
1;1;1;1;0;1;1;1;1;1;1;0;247.166666666667
1;1;1;1;1;0;0;0;0;0;1;0;244.91
1;1;1;1;1;1;1;1;1;1;1;0;245.343333333333
1;1;0;0;1;0;0;0;0;1;1;1;246.126666666667
1;1;0;0;1;1;0;0;0;1;1;1;261.836666666667
1;1;0;0;1;1;1;1;0;0;0;1;266.026666666667
1;1;0;0;1;0;1;1;1;0;1;1;261.896666666667
1;1;1;0;0;0;0;0;1;1;1;1;234.1
1;1;1;0;1;0;0;1;0;0;1;1;246.376666666667
1;1;0;0;1;0;0;0;1;1;1;0;210.236666666667
1;1;1;0;0;1;0;1;1;1;1;1;239.036666666667
1;1;1;0;1;1;1;1;1;0;0;1;238.273333333333
1;1;0;0;1;0;0;1;1;1;0;0;214.25
1;1;1;1;0;1;1;1;1;1;1;1;255.43
1;1;1;1;1;0;1;1;0;0;1;1;264.163333333333
1;1;0;1;1;1;0;1;0;1;1;1;251.516666666667
1;1;1;1;1;1;0;1;1;0;1;1;261.363333333333
1;1;0;1;1;1;1;0;1;0;1;1;250.753333333333
