root;no_asm;no_8x8dct;no_cabac;no_deblock;no_fast_pskip;no_mbtree;no_mixed_refs;no_weightb;rc_lookahead;rc_lookahead_20;rc_lookahead_40;rc_lookahead_60;ref;ref_1;ref_5;ref_9;Performance
1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;268.72
1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;1;775.81
1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;1;775.68
1;1;1;1;0;0;0;1;0;1;1;0;0;1;1;0;0;244.433333333333
1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;0;1;645.51
1;1;1;1;1;0;1;1;0;1;0;0;1;1;0;0;1;555.633333333333
1;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;1;651.64
1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;1;644.16
1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;0;1;651.2
1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;555.18
1;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;1;645.38
1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;644.033333333333
1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;612.97
1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;249.44
1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;587.773333333333
1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;581.513333333333
1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;493.276666666667
1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;628.756666666667
1;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;610.956666666667
1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;0;0;275.416666666667
1;1;0;1;1;0;0;0;0;1;0;1;0;1;0;0;1;607.536666666667
1;1;0;1;1;0;0;1;0;1;0;1;0;1;0;0;1;508.34
1;1;1;1;0;1;1;1;0;1;1;0;0;1;1;0;0;279.753333333333
1;1;1;0;1;1;1;1;0;1;1;0;0;1;1;0;0;291.043333333333
1;1;0;1;1;1;0;1;0;1;0;1;0;1;0;0;1;627.5
1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;279.153333333333
1;1;1;0;1;0;0;0;0;1;0;1;0;1;0;0;1;590.18
1;1;1;1;1;0;0;0;0;1;0;1;0;1;0;0;1;583.526666666667
1;1;1;0;1;0;0;1;0;1;0;1;0;1;0;0;1;497.333333333333
1;1;1;1;1;0;0;1;0;1;0;1;0;1;0;0;1;492.13
1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;1;706.833333333333
1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;615.093333333333
1;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;1;775.663333333333
1;1;1;1;1;1;1;0;1;1;0;1;0;1;0;0;1;775.54
1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;643.983333333333
1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;0;290.916666666667
1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;275.47
1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;0;279.81
1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;249.41
