root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;0;0;0;0;0;0;0;0;1;0;210.34
1;1;0;0;1;0;0;0;0;0;1;0;207.746666666667
1;1;0;1;0;0;0;0;0;0;1;1;230.74
1;1;0;0;0;1;1;0;0;0;0;1;218.073333333333
1;1;1;1;0;0;1;0;0;0;0;0;246.756666666667
1;1;0;1;0;1;0;0;0;0;1;1;231.323333333333
1;1;1;1;0;1;1;0;0;0;1;1;249.036666666667
1;1;1;1;0;1;1;1;0;0;1;1;251.983333333333
1;1;0;0;0;0;0;0;0;0;0;0;210.44
1;1;1;0;0;0;0;0;0;0;0;0;234.68
1;1;0;1;0;0;0;0;0;0;0;0;219.636666666667
1;1;0;0;1;0;0;0;0;0;0;0;208.92
1;1;0;0;0;1;0;0;0;0;0;0;208.046666666667
1;1;0;0;0;0;1;0;0;0;0;0;206.9
1;1;0;0;0;0;0;0;0;0;0;1;258.826666666667
1;1;1;1;1;1;1;0;1;1;0;1;262.94
1;1;0;1;1;0;1;0;0;0;0;1;252.266666666667
1;1;1;0;1;1;1;0;1;1;1;1;253.74
1;1;0;0;0;0;0;0;1;1;1;1;214.326666666667
1;1;1;0;1;0;0;0;0;0;0;0;248.016666666667
1;1;0;1;1;0;0;0;0;0;0;0;224.95
1;1;0;0;1;0;1;0;0;0;0;0;218.153333333333
1;1;0;0;1;0;0;0;0;0;0;1;220.866666666667
1;1;1;1;1;1;1;0;0;0;1;1;261.573333333333
1;1;1;1;1;1;1;0;1;1;1;1;267.51
1;1;1;1;1;1;1;1;0;1;0;1;263.586666666667
1;1;1;1;1;1;1;1;1;0;0;1;250.43
1;1;1;1;1;1;1;1;1;0;1;1;262.113333333333
1;1;1;1;1;1;1;1;1;1;0;1;252.446666666667
1;1;0;1;1;1;1;1;1;1;1;1;265.816666666667
1;1;1;1;1;1;1;1;1;1;1;1;253.673333333333
1;1;0;1;1;0;1;0;1;1;1;0;230.793333333333
1;1;0;0;0;0;1;0;0;1;1;0;203.53
1;1;1;1;0;0;1;1;0;1;1;0;242.426666666667
1;1;1;0;1;1;0;0;0;0;0;0;257.513333333333
1;1;1;0;1;1;1;0;0;0;0;0;257.54
1;1;1;0;1;1;1;1;0;0;0;0;256.97
1;1;1;0;1;1;1;1;1;0;0;0;258.05
1;1;1;0;1;1;1;1;1;1;0;0;255.623333333333
1;1;1;0;1;1;1;1;1;1;1;0;254.243333333333
1;1;1;1;1;1;1;1;1;1;1;0;245.343333333333
1;1;0;0;0;0;1;0;0;1;1;1;216.716666666667
1;1;0;0;1;1;0;1;1;1;1;1;264.29
1;1;0;0;1;1;1;1;0;0;0;1;266.026666666667
1;1;0;0;1;1;1;1;1;0;0;1;263.043333333333
1;1;1;0;1;1;1;1;1;1;1;1;241.226666666667
1;1;0;1;0;0;0;1;1;1;1;1;236.36
1;1;0;1;0;0;1;1;1;1;1;1;236.17
1;1;1;1;0;0;0;1;0;1;1;1;250.866666666667
1;1;1;1;0;1;0;1;0;1;1;1;253.49
1;1;1;1;0;0;1;0;0;1;1;1;249.716666666667
1;1;0;1;1;0;1;1;1;1;1;1;251.15
1;1;1;1;1;0;0;1;1;1;1;1;264.933333333333
1;1;1;1;1;0;1;1;1;1;1;1;268.416666666667
1;1;1;1;1;1;0;1;0;0;0;1;266.476666666667
