root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;0;0;0;0;0;0;0;0;1;0;210.34
1;1;1;0;0;0;0;0;0;0;1;0;219.153333333333
1;1;0;0;0;1;0;0;0;0;1;1;212.92
1;1;1;0;0;0;0;0;0;0;0;1;267.426666666667
1;1;0;0;0;1;0;0;0;0;0;1;220.08
1;1;0;0;0;1;1;0;0;0;0;0;205.946666666667
1;1;0;0;0;0;1;0;0;0;0;1;219.496666666667
1;1;1;0;0;0;1;0;0;0;0;1;238.753333333333
1;1;0;1;0;0;1;0;0;0;0;0;224.073333333333
1;1;1;1;0;0;0;0;0;0;0;0;232.7
1;1;0;1;0;0;1;0;0;0;0;1;237.103333333333
1;1;0;1;0;1;1;0;0;0;0;1;235.91
1;1;1;1;0;0;0;0;0;0;1;0;234.87
1;1;0;0;0;0;1;1;0;0;0;0;205.206666666667
1;1;1;0;0;0;0;1;0;0;1;0;221.25
1;1;0;0;0;1;0;1;0;0;1;0;201.703333333333
1;1;0;0;0;1;1;1;0;0;0;1;218.96
1;1;0;1;0;1;1;1;0;0;1;1;236.346666666667
1;1;1;0;0;1;0;1;0;0;0;1;238.203333333333
1;1;1;1;0;1;0;1;0;0;0;1;252.986666666667
1;1;1;1;0;1;1;1;0;0;0;1;254.496666666667
1;1;0;0;0;0;0;0;0;0;0;0;210.44
1;1;1;0;0;0;0;0;0;0;0;0;234.68
1;1;0;1;0;0;0;0;0;0;0;0;219.636666666667
1;1;0;0;1;0;0;0;0;0;0;0;208.92
1;1;0;0;0;1;0;0;0;0;0;0;208.046666666667
1;1;0;0;0;0;1;0;0;0;0;0;206.9
1;1;0;0;0;0;0;1;0;0;0;0;204.986666666667
1;1;0;0;0;0;0;0;1;0;0;0;204.053333333333
1;1;0;0;0;0;0;0;0;1;0;0;201.153333333333
1;1;0;0;0;0;0;0;0;0;0;1;258.826666666667
1;1;1;1;0;0;0;1;1;1;0;0;241.016666666667
1;1;1;1;1;1;0;0;0;0;0;0;243.783333333333
1;1;1;1;1;0;0;0;1;1;1;1;262.736666666667
1;1;1;0;1;1;1;0;1;1;1;1;253.74
1;1;0;0;1;1;1;0;0;0;1;1;257.043333333333
1;1;0;0;1;0;1;0;0;0;1;1;256.06
1;1;1;0;1;0;0;0;1;1;1;1;248.403333333333
1;1;0;1;1;1;1;0;1;1;0;0;229.68
1;1;0;1;0;1;1;1;1;1;1;1;237.36
1;1;0;0;1;1;0;0;1;0;0;1;264.736666666667
1;1;1;1;0;0;0;0;1;0;0;0;242.916666666667
1;1;1;1;1;0;1;0;1;1;1;1;266.516666666667
1;1;1;0;0;0;1;1;0;1;1;1;237.506666666667
1;1;0;0;1;1;0;1;0;0;0;1;263.31
1;1;1;0;1;1;1;0;0;0;1;0;233.743333333333
1;1;0;1;1;1;1;0;1;0;0;1;250.613333333333
1;1;0;1;0;1;1;1;0;1;1;1;235.78
1;1;1;0;1;0;0;0;0;0;0;0;248.016666666667
1;1;0;0;0;0;1;0;1;0;0;0;207.12
1;1;0;0;0;0;1;0;0;1;0;0;201.833333333333
1;1;0;0;0;0;0;1;0;1;0;0;203.636666666667
1;1;1;1;1;1;1;0;1;0;1;1;260.693333333333
