root;no_asm;no_8x8dct;no_cabac;no_deblock;no_fast_pskip;no_mbtree;no_mixed_refs;no_weightb;rc_lookahead;rc_lookahead_20;rc_lookahead_40;rc_lookahead_60;ref;ref_1;ref_5;ref_9;Performance
1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;268.72
1;1;1;0;1;0;1;0;1;1;0;0;1;1;0;0;1;690.39
1;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;1;683.543333333333
1;1;1;1;1;0;1;1;0;1;0;0;1;1;0;0;1;555.633333333333
1;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;1;651.64
1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;1;644.16
1;1;1;0;1;0;1;1;1;1;0;0;1;1;0;0;1;561.333333333333
1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;644.033333333333
1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;612.97
1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;604.746666666667
1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;511.153333333333
1;1;0;1;0;0;0;1;0;1;0;1;0;1;0;0;1;509.37
1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;721.563333333333
1;1;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;712.916666666667
1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0;1;580.876666666667
1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;249.44
1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;587.773333333333
1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;581.513333333333
1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;0;1;556.306666666667
1;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;1;731.353333333333
1;1;0;0;0;1;0;1;1;1;0;1;0;1;0;0;1;632.063333333333
1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;0;1;628.496666666667
1;1;1;0;0;1;1;0;1;1;0;1;0;1;0;0;1;780.756666666667
1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;0;0;275.416666666667
1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;645.303333333333
1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;616.62
1;1;1;0;0;1;1;1;0;1;1;0;0;1;1;0;0;291.66
1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;726.79
1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;726.643333333333
1;1;1;0;1;1;1;1;0;1;1;0;0;1;1;0;0;291.043333333333
1;1;0;1;1;1;1;1;0;1;0;1;0;1;0;0;1;665.293333333333
1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;279.153333333333
1;1;1;0;1;0;0;0;1;1;0;1;0;1;0;0;1;589.74
1;1;1;0;1;0;0;1;1;1;0;1;0;1;0;0;1;496.78
1;1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;714.666666666667
1;1;1;0;1;1;1;0;1;1;0;1;0;1;0;0;1;783.776666666667
1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;1;644.356666666667
1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;0;1;555.26
1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;643.983333333333
1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;0;290.916666666667
1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;244.333333333333
1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;276.026666666667
1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;279.266666666667
1;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;270.656666666667
1;1;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;270.07
1;1;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;262.566666666667
1;1;0;1;1;1;0;0;1;1;0;1;0;1;1;0;0;268.206666666667
1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;278.226666666667
1;1;1;0;0;1;0;0;0;1;0;1;0;1;1;0;0;263.436666666667
1;1;0;0;0;0;0;1;0;1;1;0;0;1;1;0;0;268.773333333333
1;1;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;256.34
1;1;1;0;0;0;0;1;1;1;0;1;0;1;1;0;0;256.72
1;1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;305.173333333333
1;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;268.016666666667
1;1;0;0;0;1;1;0;1;1;0;1;0;1;1;0;0;310.776666666667
1;1;0;1;1;1;1;0;1;1;0;1;0;1;1;0;0;299.626666666667
1;1;1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;287.05
1;1;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;286.426666666667
1;1;1;1;1;0;1;0;1;1;0;1;0;1;1;0;0;275.453333333333
1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;299.75
1;1;0;1;1;1;1;1;0;1;0;1;0;1;1;0;0;299.69
1;1;1;0;0;1;1;1;0;1;0;1;0;1;1;0;0;291.673333333333
1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;0;0;291.173333333333
1;1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;305
1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;291.21
1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;0;275.406666666667
1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;0;279.903333333333
1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;279.193333333333
1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;271.966666666667
1;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;279.356666666667
1;1;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;263.823333333333
1;1;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;272.003333333333
1;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;272.13
1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;0;0;279.303333333333
1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0;310.606666666667
1;1;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;295.576666666667
1;1;0;0;0;0;1;1;0;1;0;0;1;1;1;0;0;305.35
1;1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;305.433333333333
1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;271.336666666667
1;1;0;0;1;1;0;0;0;1;0;0;1;1;1;0;0;279.036666666667
1;1;0;0;1;1;1;0;0;1;0;0;1;1;1;0;0;310.226666666667
1;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;276.103333333333
1;1;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;257.973333333333
1;1;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;305.4
1;1;0;0;1;0;1;0;0;1;1;0;0;1;1;0;0;304.9
1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;252.78
1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;310.58
1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;252.63
1;1;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;287.113333333333
1;1;1;0;0;0;1;0;1;1;0;0;1;1;1;0;0;287.106666666667
1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;0;0;287.063333333333
1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;291.236666666667
1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;276.073333333333
1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;0;0;275.46
1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;279.246666666667
1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;444.6
1;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;515.543333333333
1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;438.196666666667
1;1;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;444.333333333333
1;1;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;439.26
1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;383.053333333333
1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;519.583333333333
1;1;0;1;0;1;1;0;0;1;0;1;0;1;0;1;0;562.676666666667
1;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;519.153333333333
1;1;0;1;1;1;1;0;1;1;0;1;0;1;0;1;0;564.03
1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;476.126666666667
1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;425.15
1;1;1;0;0;1;0;0;1;1;0;1;0;1;0;1;0;493.44
