no_asm;no_8x8dct;no_cabac;no_deblock;no_fast_pskip;no_mbtree;no_mixed_refs;no_weightb;rc_lookahead;rc_lookahead_20;rc_lookahead_40;rc_lookahead_60;ref;ref_1;ref_5;ref_9;Performance
1;1;1;0;1;0;1;1;1;0;1;0;1;0;0;1;610.686666666667
1;0;1;1;1;1;1;1;1;0;1;0;1;0;0;1;665.23
1;0;0;1;0;1;1;1;1;0;1;0;1;1;0;0;305
1;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;279.356666666667
1;0;1;0;1;0;0;1;1;0;0;1;1;1;0;0;269.95
1;0;1;1;1;1;0;1;1;0;0;1;1;1;0;0;299.796666666667
1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;521.606666666667
1;0;1;0;0;1;0;1;1;1;0;0;1;1;0;0;295.59
1;1;0;0;0;1;0;0;1;1;0;0;1;0;1;0;492.623333333333
1;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;585.35
1;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;715.923333333333
1;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;745.596666666667
