root;HAVE_CRYPTO;HAVE_HASH;HAVE_REPLICATION;HAVE_VERIFY;HAVE_SEQUENCE;HAVE_STATISTICS;DIAGNOSTIC;PAGESIZE;PS1K;PS4K;PS8K;PS16K;PS32K;CACHESIZE;CS32MB;CS16MB;CS64MB;CS512MB;Performance
1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;10.9025615641026
1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;2.0416451025641
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0.485591615384615
1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;1;0;0;10.9363107631579
1;1;1;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;1;38.9853895641026
1;1;1;1;1;1;1;0;1;0;0;0;0;1;1;0;0;1;0;39.0261232631579
1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;2.071991825
1;1;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;2.03956694871795
1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;3.23731948717949
1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;2.04547386842105
1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;2.02366464102564
1;1;1;1;1;1;1;0;1;0;1;0;0;0;1;0;1;0;0;5.84531738461539
1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;0;5.85858643589743
1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;5.83261055263158
1;1;1;1;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;5.83214856410256
