root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;0;0;0;0;0;0;0;0;1;0;210.34
1;1;1;0;0;1;0;0;0;0;0;0;232.2
1;1;1;0;0;0;0;0;0;0;0;1;267.426666666667
1;1;0;0;0;1;0;0;0;0;0;1;220.08
1;1;0;0;0;0;1;0;0;0;0;1;219.496666666667
1;1;0;1;0;1;0;0;0;0;0;0;234.08
1;1;1;1;0;0;0;0;0;0;0;0;232.7
1;1;0;1;0;0;0;0;0;0;0;1;257.333333333333
1;1;1;1;0;0;0;0;0;0;0;1;238.23
1;1;1;1;0;1;1;0;0;0;1;1;249.036666666667
1;1;0;1;0;0;0;1;0;0;0;0;222.433333333333
1;1;0;0;0;1;0;1;0;0;0;0;207.233333333333
1;1;1;0;0;0;0;1;0;0;0;0;229.166666666667
1;1;1;1;0;0;0;1;0;0;0;0;244.5
1;1;1;1;0;1;0;1;0;0;0;0;244.49
1;1;1;1;0;1;1;1;0;0;0;0;246.496666666667
1;1;1;1;0;1;1;1;0;0;1;0;243.26
1;1;0;0;0;0;0;1;0;0;0;1;217.396666666667
1;1;0;1;0;0;0;1;0;0;0;1;234.866666666667
1;1;0;1;0;1;0;1;0;0;0;1;236.736666666667
1;1;0;1;0;1;1;1;0;0;1;1;236.346666666667
1;1;1;0;0;0;0;1;0;0;0;1;237.133333333333
1;1;1;1;0;0;1;1;0;0;1;1;250.066666666667
1;1;1;0;0;1;0;1;0;0;0;1;238.203333333333
1;1;1;1;0;1;0;1;0;0;1;1;251.01
1;1;1;0;0;1;1;1;0;0;1;1;234.053333333333
1;1;1;1;0;1;1;1;0;0;0;1;254.496666666667
1;1;0;0;0;0;0;0;0;0;0;0;210.44
1;1;1;0;0;0;0;0;0;0;0;0;234.68
1;1;0;1;0;0;0;0;0;0;0;0;219.636666666667
1;1;0;0;1;0;0;0;0;0;0;0;208.92
1;1;0;0;0;1;0;0;0;0;0;0;208.046666666667
1;1;0;0;0;0;1;0;0;0;0;0;206.9
1;1;0;0;0;0;0;1;0;0;0;0;204.986666666667
1;1;0;0;0;0;0;0;1;0;0;0;204.053333333333
1;1;0;0;0;0;0;0;0;1;0;0;201.153333333333
1;1;0;0;0;0;0;0;0;0;0;1;258.826666666667
1;1;0;1;1;1;1;1;0;0;0;0;224.506666666667
1;1;1;1;1;1;1;0;1;1;0;1;262.94
1;1;1;1;1;1;0;0;0;0;0;0;243.783333333333
1;1;0;1;1;0;0;1;0;1;0;0;229.186666666667
1;1;0;1;0;1;1;1;1;1;1;1;237.36
1;1;1;1;1;0;1;1;1;0;0;1;264.926666666667
1;1;0;1;1;0;1;1;1;1;0;1;249.826666666667
1;1;1;1;0;0;0;0;1;0;0;0;242.916666666667
1;1;0;0;1;1;0;1;0;0;0;1;263.31
1;1;1;0;1;0;1;1;1;1;0;1;250.04
1;1;0;0;1;0;0;0;1;0;0;1;246.956666666667
1;1;1;0;1;1;1;0;0;0;1;1;246.943333333333
1;1;1;0;1;1;1;0;1;0;0;0;241.896666666667
1;1;1;0;1;0;0;0;0;0;0;0;248.016666666667
1;1;0;1;1;0;0;0;0;0;0;0;224.95
