root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;1;1;0;0;0;0;0;0;0;0;232.7
1;1;1;1;1;1;0;0;0;0;0;0;243.783333333333
1;1;1;1;1;1;1;1;1;1;1;1;253.673333333333
1;1;0;1;1;1;1;0;0;0;0;0;223.773333333333
1;1;1;1;1;0;0;0;0;0;0;0;244.03
1;1;1;1;1;1;0;1;0;0;0;0;254.336666666667
1;1;1;1;1;1;0;1;1;0;0;0;252.06
1;1;1;1;1;1;0;1;1;1;0;0;250.493333333333
1;1;1;1;1;1;0;1;1;1;1;0;255.363333333333
1;1;0;0;1;0;1;0;0;0;0;1;266.19
1;1;1;1;0;1;1;0;1;0;0;1;252.82
