root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;1;1;1;1;1;1;0;1;1;1;269.47
1;1;0;1;1;1;1;1;1;1;1;1;265.816666666667
1;1;1;1;1;1;1;1;1;1;1;1;253.673333333333
1;1;0;1;1;1;1;0;0;0;0;0;223.773333333333
1;1;0;1;1;1;1;1;1;0;0;0;222.626666666667
1;1;0;1;1;1;1;1;1;1;0;0;223.52
1;1;0;1;1;1;1;1;1;1;1;0;225.156666666667
1;1;1;1;0;1;1;1;1;1;0;0;243.443333333333
1;1;1;1;1;0;1;1;1;0;0;0;252.683333333333
1;1;1;1;1;1;1;1;0;0;0;0;244.253333333333
1;1;1;0;1;1;1;1;1;0;0;0;258.05
