root;HAVE_CRYPTO;HAVE_HASH;HAVE_REPLICATION;HAVE_VERIFY;HAVE_SEQUENCE;HAVE_STATISTICS;DIAGNOSTIC;PAGESIZE;PS1K;PS4K;PS8K;PS16K;PS32K;CACHESIZE;CS32MB;CS16MB;CS64MB;CS512MB;Performance
1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0.502896333333333
1;0;1;1;1;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0.53944458974359
1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;5.85854202564103
1;0;0;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0.478703692307692
1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;5.84551712820513
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0.478544333333333
1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0.75464147368421
1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0.751386666666667
1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0.510615487179487
1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0.502242282051282
1;1;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;10.7241724210526
1;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0.577441076923077
1;0;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0.749788868421053
1;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0.750755282051282
1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0.366015631578947
1;1;0;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;10.7331582051282
1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;10.917801425
1;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0.779261736842105
1;0;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0.773130256410256
1;1;1;1;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;10.9039715
1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;0;0;0;1;10.9228429459459
1;0;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0.746494135135135
1;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0.75767641025641
1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;10.9232195641026
1;0;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0.749623897435897
1;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;0.753422184210526
1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;10.9074773947368
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.482040052631579
1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;10.7529484473684
1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.749533179487179
1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;10.9172199487179
1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.499727368421052
1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.513024263157895
1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;10.8960904871795
1;1;1;1;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;10.9025615641026
1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0.501874769230769
1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;10.7251883846154
1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0.506829256410256
1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0.747610717948718
1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0.485087263157895
1;0;0;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0.583330769230769
1;0;1;0;0;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0.74442558974359
1;0;0;0;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0.503539666666667
1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;10.9184204871795
1;0;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0.773078230769231
1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0.514011078947368
1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0.40187802631579
1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;2.0416451025641
1;1;1;1;0;1;1;1;1;0;0;1;0;0;1;1;0;0;0;10.9198045128205
1;0;0;0;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0.523184025641026
1;0;0;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0.520984358974359
1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;10.748161974359
1;0;1;1;1;0;1;1;1;0;0;1;0;0;1;1;0;0;0;0.754704487179487
1;0;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0.759354820512821
1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;2.07724035897436
1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;10.9305218421053
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0.485591615384615
1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0.500295358974359
1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0.5044075
1;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0.776393974358974
1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0.582306230769231
1;0;1;0;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0.760143128205128
1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;10.9212218421053
1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;10.7291246410256
1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;2.02860943243243
1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;2.08058758974359
1;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0.782270487179487
1;1;0;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;10.7420155384615
1;0;0;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0.521863871794871
1;1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;10.7534426486487
1;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0.757554358974359
1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;10.9168642368421
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0.480289820512821
1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0.498180564102564
1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0.511676315789474
1;0;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0.499725102564103
1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0.505930923076923
1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0.48593917948718
1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0.501216333333333
1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0.747907717948718
1;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0.761916
1;0;1;0;0;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0.753086666666667
1;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0.756648282051282
1;0;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0.752955763157895
1;1;0;0;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;3.27968912820513
1;1;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;10.7295051794872
