HAVE_CRYPTO;HAVE_HASH;HAVE_REPLICATION;HAVE_VERIFY;HAVE_SEQUENCE;HAVE_STATISTICS;DIAGNOSTIC;PAGESIZE;PS1K;PS4K;PS8K;PS16K;PS32K;CACHESIZE;CS32MB;CS16MB;CS64MB;CS512MB;Performance
0;1;0;0;1;1;1;1;0;1;0;0;0;1;1;0;0;0;0.526568538461538
1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;5.84551712820513
0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0.478544333333333
1;1;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;10.9054147631579
1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;10.7314186410256
0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0.503099025641026
0;0;0;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0.526405769230769
1;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;10.9249083947368
0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0.577441076923077
1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;10.7099706923077
0;1;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0.389726868421053
1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;10.7314993947368
1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;10.7223165128205
1;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;3.28335443589744
1;1;1;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;10.9380917948718
0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0.500193657894737
1;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;10.737751948718
1;1;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0;1;10.9176541282051
1;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;10.729516
0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.499727368421052
1;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;10.7495611794872
0;0;1;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.498736763157895
0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.754040923076923
0;0;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0.498927923076923
