no_asm;no_8x8dct;no_cabac;no_deblock;no_fast_pskip;no_mbtree;no_mixed_refs;no_weightb;rc_lookahead;rc_lookahead_20;rc_lookahead_40;rc_lookahead_60;ref;ref_1;ref_5;ref_9;Performance
1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;511.153333333333
1;1;0;0;1;1;0;0;1;0;1;0;1;0;0;1;780.93
1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;1;580.576666666667
1;0;1;1;1;1;0;0;1;0;1;0;1;0;0;1;809.97
1;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;262.51
1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;0;299.813333333333
1;0;1;1;1;0;0;0;1;0;0;1;1;1;0;0;269.733333333333
1;0;0;0;0;1;1;1;1;0;1;0;1;0;1;0;433.153333333333
1;0;0;1;1;1;1;0;1;1;0;0;1;1;0;0;310.153333333333
1;1;1;1;1;1;0;0;1;0;1;0;1;0;1;0;537.143333333333
1;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;495.45
1;0;1;0;1;1;1;0;1;0;0;1;1;0;1;0;476.863333333333
