root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;0;0;0;0;0;0;0;0;1;0;210.34
1;1;1;0;0;0;0;0;0;0;1;0;219.153333333333
1;1;0;1;0;0;0;0;0;0;1;0;216.403333333333
1;1;0;0;0;1;0;0;0;0;1;0;199.683333333333
1;1;0;0;0;0;0;1;0;0;1;0;200.66
1;1;0;0;0;0;0;0;1;0;1;0;203.18
1;1;0;0;0;0;0;0;0;0;1;1;212.446666666667
1;1;1;0;0;1;0;0;0;0;0;0;232.2
1;1;1;0;0;0;0;0;0;0;0;1;267.426666666667
1;1;0;0;0;1;0;0;0;0;0;1;220.08
1;1;1;0;0;0;1;0;0;0;0;1;238.753333333333
1;1;0;1;0;1;0;0;0;0;0;0;234.08
1;1;1;1;0;0;0;0;0;0;0;0;232.7
1;1;1;1;0;0;1;0;0;0;0;0;246.756666666667
1;1;0;1;0;0;0;0;0;0;0;1;257.333333333333
1;1;0;1;0;0;1;0;0;0;0;1;237.103333333333
1;1;1;1;0;0;0;0;0;0;0;1;238.23
1;1;1;1;0;1;0;0;0;0;0;1;254.34
1;1;1;1;0;1;1;0;0;0;1;1;249.036666666667
1;1;0;1;0;0;0;1;0;0;0;0;222.433333333333
1;1;0;1;0;0;1;1;0;0;0;0;222.52
1;1;0;0;0;1;0;1;0;0;0;0;207.233333333333
1;1;1;0;0;0;0;1;0;0;0;0;229.166666666667
1;1;1;1;0;0;0;1;0;0;0;0;244.5
1;1;1;1;0;1;0;1;0;0;0;0;244.49
1;1;1;0;0;0;1;1;0;0;0;0;229.676666666667
1;1;1;1;0;1;1;1;0;0;1;0;243.26
1;1;0;0;0;0;0;1;0;0;0;1;217.396666666667
1;1;0;1;0;0;0;1;0;0;0;1;234.866666666667
1;1;0;0;0;0;1;1;0;0;0;1;217.68
1;1;0;1;0;1;0;1;0;0;0;1;236.736666666667
1;1;0;1;0;1;1;1;0;0;1;1;236.346666666667
1;1;1;0;0;0;0;1;0;0;0;1;237.133333333333
1;1;1;1;0;0;0;1;0;0;0;1;252.836666666667
1;1;1;1;0;0;1;1;0;0;1;1;250.066666666667
1;1;1;0;0;1;0;1;0;0;0;1;238.203333333333
1;1;1;1;0;1;0;1;0;0;1;1;251.01
1;1;1;0;0;1;1;1;0;0;1;1;234.053333333333
1;1;1;1;0;1;1;1;0;0;0;1;254.496666666667
1;1;0;0;0;0;0;0;0;0;0;0;210.44
1;1;1;0;0;0;0;0;0;0;0;0;234.68
1;1;0;1;0;0;0;0;0;0;0;0;219.636666666667
1;1;0;0;1;0;0;0;0;0;0;0;208.92
1;1;0;0;0;1;0;0;0;0;0;0;208.046666666667
1;1;0;0;0;0;1;0;0;0;0;0;206.9
1;1;0;0;0;0;0;1;0;0;0;0;204.986666666667
1;1;0;0;0;0;0;0;1;0;0;0;204.053333333333
1;1;0;0;0;0;0;0;0;1;0;0;201.153333333333
1;1;0;0;0;0;0;0;0;0;0;1;258.826666666667
1;1;1;1;1;1;1;0;1;1;0;1;262.94
1;1;1;1;0;1;0;1;1;1;0;1;250.276666666667
1;1;1;1;0;1;1;0;0;1;0;0;243.963333333333
1;1;0;1;1;1;1;1;0;1;0;1;251.786666666667
