root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;0;0;0;0;0;0;0;0;1;0;210.34
1;1;1;0;0;0;0;0;0;0;0;0;234.68
1;1;1;1;1;1;1;1;1;1;1;1;253.673333333333
1;1;0;0;1;1;1;0;1;0;0;0;212.713333333333
1;1;0;0;1;1;1;1;0;1;0;0;213.406666666667
1;1;1;0;1;0;1;0;1;0;0;0;242.546666666667
1;1;1;0;1;1;0;0;0;0;0;0;257.513333333333
1;1;1;0;1;1;0;0;1;0;0;0;239.563333333333
1;1;1;0;1;1;1;0;0;0;0;0;257.54
1;1;1;0;1;1;1;1;0;0;0;0;256.97
1;1;1;0;1;1;1;1;1;0;0;0;258.05
