HAVE_CRYPTO;HAVE_HASH;HAVE_REPLICATION;HAVE_VERIFY;HAVE_SEQUENCE;HAVE_STATISTICS;DIAGNOSTIC;PAGESIZE;PS1K;PS4K;PS8K;PS16K;PS32K;CACHESIZE;CS32MB;CS16MB;CS64MB;CS512MB;Performance
0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0.502896333333333
1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;5.84551712820513
0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0.478544333333333
0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0.750755282051282
1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;10.911433
0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.482040052631579
0;0;1;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0.494166076923077
1;1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;10.9182551621622
1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;2.03072558974359
1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;2.07724035897436
1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;10.9305218421053
0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0.485591615384615
0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0.582306230769231
0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0.485192871794872
1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;10.9168642368421
0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0.480289820512821
0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0.498180564102564
0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0.48593917948718
0;0;1;1;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0.493295461538461
0;0;1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0.520384974358974
0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0.750865128205128
1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;10.928463051282
0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0.617643846153846
0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0.633665897435897
1;1;1;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;2.03903692307692
1;1;1;1;1;0;0;1;0;0;0;1;0;1;0;1;0;0;21.2629071578947
1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;21.1745932777778
0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;1.25254310810811
0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0.62926582051282
0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0.64052
0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0.631982923076923
0;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0.643119692307692
1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;21.1979781
0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0.616064289473684
0;0;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0.625459743589744
0;1;1;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0;1.25536473684211
1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;21.2141431621622
0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0.529223384615385
0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;1.25693181081081
0;1;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1.25865352631579
1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;1;21.1878737631579
0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0.917929
1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;38.8715203333333
0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0.909833076923077
0;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;1;0.930098842105263
0;1;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;1;2.10216756410256
1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;39.0333707837838
1;1;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;1;38.9853895641026
1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1;38.8810875789474
0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0.909398921052632
0;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0.927863210526316
0;0;1;1;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0.918124589743589
1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;39.0008954615385
1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;38.8024107631579
0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0.914618461538461
