root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;1;0;0;1;1;0;0;0;0;0;229.856666666667
1;1;0;1;0;0;1;0;0;0;0;0;224.073333333333
1;1;1;1;0;0;0;0;0;0;0;0;232.7
1;1;1;1;0;1;1;0;0;0;0;0;245.756666666667
1;1;0;0;0;0;0;0;0;0;0;0;210.44
1;1;1;0;0;0;0;0;0;0;0;0;234.68
1;1;1;1;1;1;1;1;1;1;1;1;253.673333333333
1;1;1;1;1;0;0;0;0;0;0;0;244.03
1;1;1;1;1;1;1;0;0;0;0;0;243.283333333333
1;1;1;1;1;1;1;1;1;1;1;0;245.343333333333
1;1;1;0;1;0;1;1;0;0;0;1;253.393333333333
