time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;0;0;0;0;0;0;0;1;0;219.153333333333
1;0;0;0;0;1;0;0;0;1;1;213.48
1;0;0;0;1;1;0;0;0;0;0;205.946666666667
1;0;0;0;1;1;0;0;0;0;1;218.073333333333
1;0;1;0;0;0;1;0;0;0;0;222.433333333333
1;0;0;0;0;1;1;0;0;0;0;205.206666666667
1;1;0;0;0;0;1;0;0;0;0;229.166666666667
1;0;0;0;0;1;0;0;0;0;0;206.9
1;0;0;0;0;0;1;0;0;0;0;204.986666666667
1;0;1;1;0;0;1;1;0;1;0;227.19
1;1;1;1;1;0;0;1;0;1;1;259.26
1;0;0;0;0;1;1;1;0;0;0;203.19
1;1;0;1;1;1;0;0;0;1;0;233.743333333333
1;0;1;0;1;1;1;0;1;1;1;235.78
1;0;0;0;0;0;1;0;1;0;0;203.636666666667
1;0;0;1;1;1;1;1;1;0;0;217.293333333333
1;0;1;0;0;0;1;0;1;0;0;221.166666666667
1;0;1;0;0;1;0;0;1;0;0;219.966666666667
1;0;1;0;0;1;0;1;0;0;0;224.176666666667
1;0;1;1;0;0;0;1;0;0;0;229.276666666667
1;0;1;1;0;0;0;1;1;0;0;224.99
1;0;1;0;1;0;1;1;0;0;0;221.056666666667
1;0;1;0;1;0;1;0;1;0;0;221.623333333333
1;1;0;0;0;0;1;1;0;0;0;226.503333333333
1;1;0;0;0;1;0;0;1;0;0;227.393333333333
1;1;0;0;0;1;0;1;0;1;0;223.213333333333
1;1;0;0;1;1;0;0;1;0;0;227.906666666667
1;1;1;0;1;1;0;1;0;0;0;244.283333333333
1;1;0;1;0;0;0;1;0;0;0;238.62
1;1;0;1;0;0;1;1;0;0;0;238.78
1;1;1;1;0;1;1;1;1;1;0;256.183333333333
1;1;1;1;1;0;1;1;0;1;0;249.28
1;1;1;1;1;1;1;1;0;1;0;250.863333333333
1;0;0;0;0;1;1;1;1;0;1;217.653333333333
1;0;0;0;1;1;0;1;1;1;1;218.503333333333
1;0;0;1;1;0;0;0;1;1;1;261.836666666667
1;0;0;1;0;1;0;1;0;1;1;263.746666666667
1;0;0;1;0;1;1;0;1;0;1;261.076666666667
1;1;0;1;1;0;0;0;0;1;1;245.21
1;1;0;0;1;1;0;0;1;0;1;236.64
1;0;0;1;0;0;1;0;1;0;0;212.94
1;0;1;0;1;0;1;1;1;0;1;235.79
1;1;1;0;0;0;0;0;1;0;1;249.99
1;0;0;1;1;0;0;0;1;1;0;212.926666666667
1;0;0;1;1;0;1;0;1;0;0;211.586666666667
1;1;1;0;0;1;0;1;0;0;1;253.116666666667
1;1;1;0;0;1;0;1;0;1;1;250.336666666667
1;0;1;1;0;0;0;1;0;1;1;249.053333333333
1;0;1;1;0;0;1;1;0;0;1;249.786666666667
1;0;0;1;1;0;1;1;0;0;0;211.59
1;0;1;1;0;1;1;0;1;0;1;248.71
1;0;0;1;1;0;1;1;1;1;0;215.74
1;0;1;1;1;0;0;1;1;0;1;246.006666666667
1;1;1;1;1;0;1;0;1;0;1;262.22
1;0;1;1;1;1;0;0;1;1;1;249.6
