root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;0;0;0;0;0;0;0;0;1;0;210.34
1;1;0;1;0;0;0;0;0;0;1;0;216.403333333333
1;1;0;0;1;0;0;0;0;0;1;0;207.746666666667
1;1;0;0;0;0;0;1;0;0;1;0;200.66
1;1;0;0;0;0;0;0;1;0;1;0;203.18
1;1;0;0;0;0;0;0;0;1;1;0;202.233333333333
1;1;0;0;0;1;0;0;0;0;1;1;212.92
1;1;1;0;0;0;1;0;0;0;1;0;222.236666666667
1;1;0;1;0;0;1;0;0;0;0;0;224.073333333333
1;1;0;1;0;1;0;0;0;0;0;0;234.08
1;1;1;1;0;0;0;0;0;0;0;0;232.7
1;1;0;1;0;0;0;0;0;0;0;1;257.333333333333
1;1;1;1;0;0;0;0;0;0;1;1;246.003333333333
1;1;0;1;0;0;0;1;0;0;0;0;222.433333333333
1;1;1;0;0;1;1;1;0;0;0;0;230.59
1;1;0;1;0;0;1;1;0;0;1;0;222.186666666667
1;1;1;0;0;1;0;1;0;0;1;0;223.336666666667
1;1;0;1;0;1;1;1;0;0;0;1;236.433333333333
1;1;1;0;0;0;0;1;0;0;0;1;237.133333333333
1;1;0;0;0;0;0;0;0;0;0;0;210.44
1;1;1;0;0;0;0;0;0;0;0;0;234.68
1;1;0;1;0;0;0;0;0;0;0;0;219.636666666667
1;1;0;0;1;0;0;0;0;0;0;0;208.92
1;1;0;0;0;1;0;0;0;0;0;0;208.046666666667
1;1;0;0;0;0;1;0;0;0;0;0;206.9
1;1;0;0;0;0;0;1;0;0;0;0;204.986666666667
1;1;0;0;0;0;0;0;1;0;0;0;204.053333333333
1;1;0;0;0;0;0;0;0;1;0;0;201.153333333333
1;1;0;0;0;0;0;0;0;0;0;1;258.826666666667
1;1;1;1;1;1;0;0;0;0;0;0;243.783333333333
1;1;1;0;1;1;1;0;1;1;1;1;253.74
1;1;0;1;1;0;0;1;0;1;0;0;229.186666666667
1;1;0;0;0;0;0;1;1;1;1;0;205.99
1;1;0;0;1;0;1;0;0;0;1;1;256.06
1;1;0;0;0;0;0;0;1;1;1;1;214.326666666667
1;1;1;1;0;0;0;0;1;0;0;0;242.916666666667
1;1;0;0;0;1;1;1;1;1;1;0;207.646666666667
1;1;0;0;0;0;0;0;1;0;0;1;216.636666666667
1;1;1;0;1;0;0;1;1;1;1;0;240.993333333333
1;1;0;0;1;0;0;0;1;0;0;1;246.956666666667
1;1;1;0;0;0;0;0;1;0;0;0;227.853333333333
1;1;0;1;1;0;0;0;0;0;0;0;224.95
