encryption;compression;compressionBzip2;compressionGzip;compressionLzo;compressionZpaq;compressionLrzip;level;level1;level2;level3;level4;level5;level6;level7;level8;level9;unlimitedWindowSize;disableCompressibilityTesting;Performance
0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;80360
0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;5765920
1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;681080
0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;232720
0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;92590
0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;109300
0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;43550
1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;221550
1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;199390
1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;5811280
0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;232880
0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;5565990
0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;44110
0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;91400
0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;47560
0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;41880
1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;208620
1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;61680
