encryption;compression;compressionBzip2;compressionGzip;compressionLzo;compressionZpaq;compressionLrzip;level;level1;level2;level3;level4;level5;level6;level7;level8;level9;unlimitedWindowSize;disableCompressibilityTesting;Performance
0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;198360
0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;45770
1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;64620
1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;681080
1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;53200
0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1061640
1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;350440
1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;268620
1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;2290710
1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;56940
0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;257790
0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;40430
1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;138260
1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;64670
1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;2272580
0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;46170
1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;272830
1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;278140
