root;HAVE_CRYPTO;HAVE_HASH;HAVE_REPLICATION;HAVE_VERIFY;HAVE_SEQUENCE;HAVE_STATISTICS;DIAGNOSTIC;PAGESIZE;PS1K;PS4K;PS8K;PS16K;PS32K;CACHESIZE;CS32MB;CS16MB;CS64MB;CS512MB;Performance
1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0.502896333333333
1;1;1;0;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;2.03291538461538
1;1;1;0;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;2.02370268421053
1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;2.08628448717949
1;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;10.9040807435897
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.482040052631579
1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.499727368421052
1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0.513024263157895
1;1;1;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;10.8993860263158
1;1;1;0;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;10.9035487179487
1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;0.506797
1;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;0;10.7338392307692
1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;10.962586948718
1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;10.9305218421053
1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0.5044075
1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0.582306230769231
1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;10.9242088947368
1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0.480289820512821
1;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;1;0;0.518193948717949
1;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0.500773615384616
1;0;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0.740263102564103
1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;10.9188864358974
1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;1;0;10.9201834210526
1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;1;0;10.928463051282
1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0.617643846153846
1;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0.630715769230769
1;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;1.25456335897436
1;1;0;0;1;1;1;0;1;0;0;0;1;0;1;0;1;0;0;19.9770086666667
1;1;1;0;1;1;1;0;1;0;0;0;1;0;1;0;1;0;0;21.2342937894737
1;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;1;0;0;21.2463055263158
1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;1;0;0;21.1766066666667
1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0.61270082051282
1;1;0;0;1;0;1;1;1;0;0;0;1;0;1;0;0;1;0;19.929707025641
1;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;1.25735682051282
1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;20.0117786666667
1;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;20.0204040769231
1;1;1;0;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;21.2756522307692
1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;21.1979781
1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0.616064289473684
1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0.615312615384616
1;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;1;20.0170546410256
1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0.573065948717949
1;1;1;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;1;21.2170672631579
1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;1;21.1878737631579
1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0.917929
1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0.917719756756757
1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;38.8715203333333
1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0.909833076923077
1;0;0;0;1;1;1;0;1;0;0;0;0;1;1;0;0;0;1;0.912854692307692
1;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0.925648461538462
1;0;1;0;1;1;1;0;1;0;0;0;0;1;1;0;0;0;1;2.09157451282051
1;1;0;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;1;37.7763202894737
1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;0;0;0;1;38.8176036052632
1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;1;38.8810875789474
1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0.909398921052632
1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;1;0;0.921220105263158
1;1;1;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;0;2.02823238461538
1;0;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;1;0;2.15637632432432
1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;2.06908446153846
1;1;1;1;0;1;1;0;1;0;0;0;0;1;1;0;0;1;0;39.0115956578947
1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;38.9000034615385
1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;1;0;0;38.842902368421
1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;0;0;2.071991825
1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0.568295717948718
1;1;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;2.02361848717949
1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;2.07444723076923
1;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0.3696055
1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;3.23731948717949
1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;2.02582558974359
1;1;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;2.02655092307692
1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0.576374243243243
1;0;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0.390251
1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0;1;2.08937425641026
1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;2.07042533333333
1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;2.0746197948718
1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0.433031078947368
1;1;1;1;1;0;1;0;1;0;1;0;0;0;1;0;0;1;0;5.83176589473684
1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;2.02366464102564
1;1;1;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;0;5.83338217948718
1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;5.84160248717949
1;0;1;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0.538849692307692
1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0.430814923076923
1;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;6.51684966666667
1;1;0;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;6.5371538974359
1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;0;5.85858643589743
1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0.43293558974359
1;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;5.82668302631579
1;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;1;0.443371923076923
1;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0.537813307692308
1;0;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0.464494358974359
1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;5.8525947631579
1;0;1;1;1;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0.527106307692308
1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;5.86119853846154
1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0.515467897435897
1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0.450536051282051
1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0.464382153846154
1;0;0;1;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;0.468338615384615
