root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;1;1;0;0;0;0;0;0;0;0;232.7
1;1;0;0;0;0;0;0;0;0;0;0;210.44
1;1;1;0;0;0;0;0;0;0;0;0;234.68
1;1;0;0;0;0;1;0;0;0;0;0;206.9
1;1;1;1;1;1;0;0;0;0;0;0;243.783333333333
1;1;1;1;1;1;1;1;1;1;1;1;253.673333333333
1;1;1;1;1;0;0;0;0;0;0;0;244.03
1;1;1;1;1;1;1;0;0;0;0;0;243.283333333333
1;1;1;1;1;1;1;0;1;1;0;0;251.013333333333
1;1;1;1;1;1;1;0;1;1;1;0;255.873333333333
1;1;1;1;1;1;1;1;1;1;1;0;245.343333333333
