root;time_passes;gvn;instcombine;inline;jump_threading;simplifycfg;sccp;print_used_types;ipsccp;iv_users;licm;Performance
1;1;1;1;0;0;0;0;0;0;0;0;232.7
1;1;1;1;0;1;0;0;0;0;0;0;245.936666666667
1;1;1;1;0;1;1;1;0;0;0;0;246.496666666667
1;1;1;0;0;1;1;1;0;0;0;1;255.12
1;1;0;0;0;0;0;0;0;0;0;0;210.44
1;1;1;0;0;0;0;0;0;0;0;0;234.68
1;1;1;1;1;1;1;1;1;1;1;1;253.673333333333
1;1;1;1;0;1;1;1;1;0;0;0;244.606666666667
1;1;1;1;0;1;1;1;1;1;1;0;247.166666666667
1;1;1;1;0;1;1;1;1;1;1;1;255.43
1;1;1;1;1;0;1;0;0;0;0;1;266.096666666667
